"Site" "Stage" "cluster" "UMAP1" "UMAP2" "nGene" "nUMI"
"YS12_TKR190100053_HY3F7CCXY_L2_sc22" "YS" "CS15" "Mac_2" 4.945565224 -3.96438694 5540 290255
"YS12_TKR190100053_HY3F7CCXY_L2_sc24" "YS" "CS15" "Mac_2" 5.019562244 -4.04899168 3321 68990
"YS12_TKR190100053_HY3F7CCXY_L2_sc25" "YS" "CS15" "MkP" -7.459614754 -5.093947411 6348 263149
"YS12_TKR190100053_HY3F7CCXY_L2_sc26" "YS" "CS15" "Mac_2" 4.958652496 -4.268808842 4633 32196
"YS12_TKR190100053_HY3F7CCXY_L2_sc27" "YS" "CS15" "Mac_2" -7.478144169 -5.030112743 4194 126125
"YS12_TKR190100053_HY3F7CCXY_L2_sc28" "YS" "CS15" "Mac_2" 5.23063755 -3.866561413 3852 52639
"YS12_TKR190100053_HY3F7CCXY_L2_sc29" "YS" "CS15" "YSMP" -5.365237713 -1.432254434 8323 516961
"YS12_TKR190100053_HY3F7CCXY_L2_sc30" "YS" "CS15" "Mac_2" 4.902896404 -3.807389498 3826 145789
"YS12_TKR190100053_HY3F7CCXY_L2_sc31" "YS" "CS15" "CD7hiP" -0.490256071 -3.333567619 5039 74865
"YS12_TKR190100053_HY3F7CCXY_L2_sc32" "YS" "CS15" "Mac_2" 5.226908684 -4.11133337 3465 68316
"YS12_TKR190100053_HY3F7CCXY_L2_sc33" "YS" "CS15" "CD7loP" 0.880739093 -2.584504604 7169 752607
"YS12_TKR190100053_HY3F7CCXY_L2_sc35" "YS" "CS15" "YSMP" -5.255691051 -1.954862952 7288 443336
"YS12_TKR190100053_HY3F7CCXY_L2_sc36" "YS" "CS15" "Mac_2" 5.163792133 -4.036969662 3266 91338
"YS12_TKR190100053_HY3F7CCXY_L2_sc37" "YS" "CS15" "Mac_2" 5.227241993 -3.61778903 6656 445059
"YS12_TKR190100053_HY3F7CCXY_L2_sc38" "YS" "CS15" "Mac_2" 5.454357147 -3.851606846 4652 271327
"YS12_TKR190100053_HY3F7CCXY_L2_sc39" "YS" "CS15" "Mac_3" 6.290611267 -3.248548746 4157 56344
"YS12_TKR190100053_HY3F7CCXY_L2_sc40" "YS" "CS15" "Mac_3" 6.550017834 -2.998202801 5783 328190
"YS12_TKR190100053_HY3F7CCXY_L2_sc41" "YS" "CS15" "MkP" -7.49282074 -5.136817932 8517 433870
"YS12_TKR190100053_HY3F7CCXY_L2_sc42" "YS" "CS15" "Mac_2" 5.143091679 -3.690908909 6386 404569
"YS12_TKR190100053_HY3F7CCXY_L2_sc43" "YS" "CS15" "Mac_2" 4.905191898 -4.212733269 4643 35432
"YS12_TKR190100053_HY3F7CCXY_L2_sc44" "YS" "CS15" "Mac_2" 4.891195774 -4.322588921 2676 22055
"YS12_TKR190100053_HY3F7CCXY_L2_sc45" "YS" "CS15" "Mast cell" -5.6271348 -2.138361931 8549 861150
"YS12_TKR190100053_HY3F7CCXY_L2_sc46" "YS" "CS15" "Mac_2" 5.006684303 -3.718882561 4168 60249
"YS12_TKR190100053_HY3F7CCXY_L2_sc47" "YS" "CS15" "Mac_3" 6.455979347 -3.05745697 6986 443848
"YS12_TKR190100053_HY3F7CCXY_L2_sc48" "YS" "CS15" "CD7loP" 0.738548696 -3.110469341 7726 954181
"B8_TKR190100056_HY3F7CCXY_L2_sc49" "Blood" "CS15" "Mac_3" 6.3991642 -2.270190001 8252 668444
"B8_TKR190100056_HY3F7CCXY_L2_sc50" "Blood" "CS15" "MkP" -7.458669186 -5.238894939 7809 817868
"B8_TKR190100056_HY3F7CCXY_L2_sc51" "Blood" "CS15" "Mac_3" 6.7649827 -2.316849232 7181 605656
"B8_TKR190100056_HY3F7CCXY_L2_sc52" "Blood" "CS15" "Mac_3" 6.744756699 -2.646492243 6948 577926
"B8_TKR190100056_HY3F7CCXY_L2_sc53" "Blood" "CS15" "Mac_3" 6.992358685 -3.055911541 2749 62248
"B8_TKR190100056_HY3F7CCXY_L2_sc54" "Blood" "CS15" "Mast cell" -5.777200699 -1.904575467 5696 364702
"B8_TKR190100056_HY3F7CCXY_L2_sc55" "Blood" "CS15" "Mac_3" 6.112067223 -2.106299162 5930 496186
"B8_TKR190100056_HY3F7CCXY_L2_sc56" "Blood" "CS15" "YSMP" -5.206280708 -0.889155746 5163 189794
"B8_TKR190100056_HY3F7CCXY_L2_sc57" "Blood" "CS15" "Mac_3" 6.838443756 -3.186026096 3032 85018
"B8_TKR190100056_HY3F7CCXY_L2_sc58" "Blood" "CS15" "Mac_3" 6.531229019 -2.337978601 5658 502897
"B8_TKR190100056_HY3F7CCXY_L2_sc59" "Blood" "CS15" "Mac_3" 6.903107643 -2.633429766 3298 84169
"B8_TKR190100056_HY3F7CCXY_L2_sc60" "Blood" "CS15" "Mac_3" 7.173288345 -2.504739046 5318 267527
"B8_TKR190100056_HY3F7CCXY_L2_sc61" "Blood" "CS15" "MkP" -7.541498184 -5.079928875 5573 363531
"B8_TKR190100056_HY3F7CCXY_L2_sc62" "Blood" "CS15" "Mac_2" 5.927503109 -2.185264111 7218 900671
"B8_TKR190100056_HY3F7CCXY_L2_sc63" "Blood" "CS15" "CD7loP" 1.462385893 -2.764178991 6763 409864
"B8_TKR190100056_HY3F7CCXY_L2_sc64" "Blood" "CS15" "Mac_3" 6.75998354 -2.883727789 6621 416062
"B8_TKR190100056_HY3F7CCXY_L2_sc65" "Blood" "CS15" "Mac_3" 6.877313137 -2.420671225 6542 182217
"B8_TKR190100056_HY3F7CCXY_L2_sc66" "Blood" "CS15" "Mac_3" 6.621327877 -2.330529451 6608 710805
"B8_TKR190100056_HY3F7CCXY_L2_sc67" "Blood" "CS15" "GMP" -5.20070982 -1.939615607 7312 525725
"B8_TKR190100056_HY3F7CCXY_L2_sc68" "Blood" "CS15" "Monocyte" 2.466681957 -1.021181822 5666 413083
"B8_TKR190100056_HY3F7CCXY_L2_sc69" "Blood" "CS15" "Mac_3" 6.868859291 -2.679971457 5294 198694
"B8_TKR190100056_HY3F7CCXY_L2_sc70" "Blood" "CS15" "Mac_3" 6.938024521 -2.515285969 6874 577754
"B8_TKR190100056_HY3F7CCXY_L2_sc71" "Blood" "CS15" "Mac_3" 6.932672501 -2.406914473 5149 330461
"B8_TKR190100056_HY3F7CCXY_L2_sc72" "Blood" "CS15" "Mac_3" 6.89162159 -2.922625065 5845 420917
"B8_TKR190100056_HY3F7CCXY_L2_sc73" "Blood" "CS15" "Mac_3" 6.810416698 -2.661638498 4065 34278
"B8_TKR190100056_HY3F7CCXY_L2_sc74" "Blood" "CS15" "Mac_1" 6.514846802 0.278720021 5843 520182
"B8_TKR190100056_HY3F7CCXY_L2_sc75" "Blood" "CS15" "Mast cell" -6.127486706 -2.016181707 7045 357545
"B8_TKR190100056_HY3F7CCXY_L2_sc76" "Blood" "CS15" "Mast cell" -7.336340427 -2.102226973 4901 39879
"B8_TKR190100056_HY3F7CCXY_L2_sc77" "Blood" "CS15" "Mac_3" 6.40813446 -1.964121342 4040 263715
"B8_TKR190100056_HY3F7CCXY_L2_sc78" "Blood" "CS15" "Mac_3" 6.655945301 -2.975924015 4451 146214
"B8_TKR190100056_HY3F7CCXY_L2_sc79" "Blood" "CS15" "Mac_3" 6.933804512 -2.88218236 5564 444117
"B8_TKR190100056_HY3F7CCXY_L2_sc80" "Blood" "CS15" "Mac_3" 6.767328739 -2.286164999 6371 695739
"B8_TKR190100056_HY3F7CCXY_L2_sc81" "Blood" "CS15" "Mast cell" -5.948647022 -2.129387617 6457 326852
"B8_TKR190100056_HY3F7CCXY_L2_sc82" "Blood" "CS15" "Mac_3" 6.610023975 -2.486721992 4456 122534
"B8_TKR190100056_HY3F7CCXY_L2_sc83" "Blood" "CS15" "Mac_3" 6.89397049 -2.373202085 4772 452942
"B8_TKR190100056_HY3F7CCXY_L2_sc84" "Blood" "CS15" "Mac_1" 6.358976841 0.110277407 6290 477724
"B8_TKR190100056_HY3F7CCXY_L2_sc85" "Blood" "CS15" "Mac_3" 6.584638596 -2.558713436 4276 29701
"B8_TKR190100056_HY3F7CCXY_L2_sc86" "Blood" "CS15" "Mast cell" -6.287515163 -2.066310883 4733 263920
"B8_TKR190100056_HY3F7CCXY_L2_sc87" "Blood" "CS15" "CD7hiP" -0.720808923 -4.625683308 5004 197183
"B8_TKR190100056_HY3F7CCXY_L2_sc88" "Blood" "CS15" "Mac_3" 6.775938988 -2.82242775 4190 55403
"B8_TKR190100056_HY3F7CCXY_L2_sc89" "Blood" "CS15" "Mac_3" 6.720115662 -2.262815237 3187 145350
"B8_TKR190100056_HY3F7CCXY_L2_sc90" "Blood" "CS15" "Mac_3" 6.784642696 -2.848701 5164 333599
"B8_TKR190100056_HY3F7CCXY_L2_sc91" "Blood" "CS15" "Mac_3" 7.004712105 -2.759130239 3214 133071
"B8_TKR190100056_HY3F7CCXY_L2_sc92" "Blood" "CS15" "YSMP" -5.531654835 -1.945279956 5900 460102
"B8_TKR190100056_HY3F7CCXY_L2_sc93" "Blood" "CS15" "Mac_2" 5.352595329 -2.034847975 3169 35063
"B8_TKR190100056_HY3F7CCXY_L2_sc94" "Blood" "CS15" "Mac_3" 7.002677441 -2.722138166 4240 177743
"B8_TKR190100056_HY3F7CCXY_L2_sc95" "Blood" "CS15" "YSMP" -4.755453587 -2.151732206 6274 204248
"B8_TKR190100056_HY3F7CCXY_L2_sc96" "Blood" "CS15" "Mast cell" -6.415816784 -2.156244755 3222 180316
"FL10_FKDL190665149.1a_sc49" "Liver" "CS20" "HSPC" -3.61754775 -3.558182716 5423 149830
"FL10_FKDL190665149.1a_sc50" "Liver" "CS20" "GMP" -1.179161906 -0.083910443 6255 281014
"FL10_FKDL190665149.1a_sc51" "Liver" "CS20" "HSPC" -3.760997534 -3.63331151 5183 180662
"FL10_FKDL190665149.1a_sc52" "Liver" "CS20" "GMP" -1.98827672 -0.193611741 7478 491065
"FL10_FKDL190665149.1a_sc53" "Liver" "CS20" "HSPC" -3.791446686 -3.532167673 5308 132783
"FL10_FKDL190665149.1a_sc54" "Liver" "CS20" "HSPC" -4.069423199 -3.52692461 6601 332500
"FL10_FKDL190665149.1a_sc55" "Liver" "CS20" "MkP" -6.644569397 -4.804650784 5750 319545
"FL10_FKDL190665149.1a_sc56" "Liver" "CS20" "MkP" -7.006534576 -5.052937984 4471 40886
"FL10_FKDL190665149.1a_sc57" "Liver" "CS20" "HSPC" -4.078722 -3.431461573 5992 185753
"FL10_FKDL190665149.1a_sc58" "Liver" "CS20" "MkP" -6.824872017 -4.88933897 6490 326806
"FL10_FKDL190665149.1a_sc59" "Liver" "CS20" "HSPC" -3.805644751 -3.64649415 3881 45672
"FL10_FKDL190665149.1a_sc60" "Liver" "CS20" "Myeloblast" -0.280333489 -0.114124902 8127 329079
"FL10_FKDL190665149.1a_sc61" "Liver" "CS20" "HSPC" -4.418587208 -3.478150606 8453 771924
"FL10_FKDL190665149.1a_sc62" "Liver" "CS20" "HSPC" -3.141293049 -3.454196453 3929 121893
"FL10_FKDL190665149.1a_sc63" "Liver" "CS20" "MkP" -6.729564667 -4.808284283 7801 341611
"FL10_FKDL190665149.1a_sc64" "Liver" "CS20" "ErP" -4.825818062 -3.443232059 5359 121189
"FL10_FKDL190665149.1a_sc65" "Liver" "CS20" "HSPC" -4.356978416 -3.590409517 5460 144869
"FL10_FKDL190665149.1a_sc66" "Liver" "CS20" "HSPC" -4.202311516 -3.523356676 6747 492451
"FL10_FKDL190665149.1a_sc67" "Liver" "CS20" "ILC" -2.596480608 -6.127518177 6416 346469
"FL10_FKDL190665149.1a_sc68" "Liver" "CS20" "ErP" -4.847417355 -3.622957468 7210 622944
"FL10_FKDL190665149.1a_sc69" "Liver" "CS20" "HSPC" -3.834066629 -3.563317537 6151 156729
"FL10_FKDL190665149.1a_sc70" "Liver" "CS20" "Mast cell" -7.176118851 -2.434128284 6651 253106
"FL10_FKDL190665149.1a_sc71" "Liver" "CS20" "Mast cell" -7.639336586 -2.240177155 3837 128598
"FL10_FKDL190665149.1a_sc72" "Liver" "CS20" "HSPC" -4.083120823 -3.629927635 3989 103888
"FL10_FKDL190665149.1a_sc73" "Liver" "CS20" "HSPC" -3.925316334 -3.507157564 3494 19672
"FL10_FKDL190665149.1a_sc74" "Liver" "CS20" "HSPC" -3.722566128 -3.546193123 6043 438446
"FL10_FKDL190665149.1a_sc75" "Liver" "CS20" "ErP" -5.988532066 -3.874388456 5823 141950
"FL10_FKDL190665149.1a_sc76" "Liver" "CS20" "HSPC" -4.358305454 -3.59534812 5512 26216
"FL10_FKDL190665149.1a_sc77" "Liver" "CS20" "Myeloblast" 0.569843411 0.269513041 4686 188347
"FL10_FKDL190665149.1a_sc78" "Liver" "CS20" "Mast cell" -7.63881588 -2.208380699 3487 53305
"FL10_FKDL190665149.1a_sc79" "Liver" "CS20" "HSPC" -3.326256514 -3.637770414 6254 322535
"FL10_FKDL190665149.1a_sc80" "Liver" "CS20" "HSPC" -3.707934141 -3.707048893 5836 352905
"FL10_FKDL190665149.1a_sc81" "Liver" "CS20" "GMP" -2.035916328 -0.045209058 5357 108037
"FL10_FKDL190665149.1a_sc82" "Liver" "CS20" "CD7hiP" -2.382564306 -3.786325932 2855 27086
"FL10_FKDL190665149.1a_sc83" "Liver" "CS20" "HSPC" -3.907270432 -3.393887043 4612 173455
"FL10_FKDL190665149.1a_sc84" "Liver" "CS20" "Mast cell" -4.766404152 -3.380046844 4079 81198
"FL10_FKDL190665149.1a_sc85" "Liver" "CS20" "Myeloblast" 0.606781006 -0.555466294 3961 23285
"FL10_FKDL190665149.1a_sc86" "Liver" "CS20" "HSPC" -3.502351046 -3.450595379 4453 250291
"FL10_FKDL190665149.1a_sc87" "Liver" "CS20" "HSPC" -4.069046974 -3.656629324 5094 90428
"FL10_FKDL190665149.1a_sc88" "Liver" "CS20" "HSPC" -3.713909864 -2.86309123 3950 30906
"FL10_FKDL190665149.1a_sc89" "Liver" "CS20" "HSPC" -3.929951429 -3.396930456 7028 470589
"FL10_FKDL190665149.1a_sc90" "Liver" "CS20" "ErP" -5.145641327 -3.371459484 7295 508395
"FL10_FKDL190665149.1a_sc91" "Liver" "CS20" "ErP" -5.859651566 -4.107636929 4841 131060
"FL10_FKDL190665149.1a_sc92" "Liver" "CS20" "HSPC" -4.045066357 -3.369675398 5030 333022
"FL10_FKDL190665149.1a_sc93" "Liver" "CS20" "MkP" -6.601561069 -4.670223713 2645 18105
"FL10_FKDL190665149.1a_sc94" "Liver" "CS20" "Monocyte" 5.773086548 -3.182187796 5224 217498
"FL10_FKDL190665149.1a_sc95" "Liver" "CS20" "HSPC" -4.340943336 -3.77951169 5113 81075
"FL10_FKDL190665149.1a_sc96" "Liver" "CS20" "HSPC" -3.579293251 -3.507929802 6529 364414
"H9_FKDL190665148.1a_sc1" "Head" "CS20" "Mac_4" 8.99616909 -1.283833027 9072 173765
"H9_FKDL190665148.1a_sc3" "Head" "CS20" "Mac_4" 9.156727791 -1.08062458 4411 77507
"H9_FKDL190665148.1a_sc4" "Head" "CS20" "Mac_4" 8.790186882 -1.680515885 5989 112674
"H9_FKDL190665148.1a_sc5" "Head" "CS20" "Mac_4" 9.538178444 -1.098112941 2533 17829
"H9_FKDL190665148.1a_sc6" "Head" "CS20" "Mac_4" 9.166872025 -1.711347103 3144 21076
"H9_FKDL190665148.1a_sc7" "Head" "CS20" "Mac_4" 8.881664276 -1.576578617 4325 44607
"H9_FKDL190665148.1a_sc8" "Head" "CS20" "Mac_4" 9.616347313 -1.055471897 3095 20375
"H9_FKDL190665148.1a_sc9" "Head" "CS20" "Mac_2" 4.983328342 -1.728875041 3350 64373
"H9_FKDL190665148.1a_sc10" "Head" "CS20" "Mac_4" 9.123672485 -1.715250731 5426 107988
"H9_FKDL190665148.1a_sc11" "Head" "CS20" "Mac_4" 9.035805702 -1.205322385 4298 48896
"H9_FKDL190665148.1a_sc12" "Head" "CS20" "Mac_4" 9.324710846 -1.153505802 6235 104504
"H9_FKDL190665148.1a_sc13" "Head" "CS20" "Mac_4" 9.267543793 -1.002679944 5061 86607
"H9_FKDL190665148.1a_sc14" "Head" "CS20" "Mac_4" 9.591712952 -1.318349242 7599 424323
"H9_FKDL190665148.1a_sc17" "Head" "CS20" "Mac_4" 9.35793972 -1.309787512 5904 129926
"H9_FKDL190665148.1a_sc18" "Head" "CS20" "Mac_4" 8.935718536 -1.625205755 5186 75767
"H9_FKDL190665148.1a_sc20" "Head" "CS20" "Mac_4" 9.134619713 -1.662115574 4546 45876
"H9_FKDL190665148.1a_sc21" "Head" "CS20" "Mac_4" 9.646262169 -1.368640542 3857 48463
"H9_FKDL190665148.1a_sc22" "Head" "CS20" "Mac_4" 8.945280075 -1.70574677 7520 270020
"H9_FKDL190665148.1a_sc24" "Head" "CS20" "Mac_4" 9.20860672 -1.18056798 5726 84321
"H9_FKDL190665148.1a_sc26" "Head" "CS20" "Mac_4" 9.119908333 -1.312159061 6510 155902
"H9_FKDL190665148.1a_sc27" "Head" "CS20" "Mac_4" 9.216910362 -1.231063485 6759 174301
"H9_FKDL190665148.1a_sc28" "Head" "CS20" "Mac_4" 8.784219742 -1.307941079 4733 36716
"H9_FKDL190665148.1a_sc29" "Head" "CS20" "Mac_4" 9.428561211 -1.274205208 6112 108359
"H9_FKDL190665148.1a_sc30" "Head" "CS20" "Mac_4" 9.1194067 -1.13682878 5375 168059
"H9_FKDL190665148.1a_sc32" "Head" "CS20" "Mac_4" 9.40203476 -1.174794436 3929 35634
"H9_FKDL190665148.1a_sc33" "Head" "CS20" "Mac_4" 9.569002151 -1.210232615 4868 123824
"H9_FKDL190665148.1a_sc35" "Head" "CS20" "Mac_4" 8.971609116 -1.281035185 3574 30996
"H9_FKDL190665148.1a_sc36" "Head" "CS20" "Mac_4" 9.159077644 -1.573566675 4457 72094
"H9_FKDL190665148.1a_sc37" "Head" "CS20" "Mac_4" 9.593356133 -0.93668586 3414 36392
"H9_FKDL190665148.1a_sc38" "Head" "CS20" "Mac_4" 9.195170403 -1.693751335 5184 142946
"H9_FKDL190665148.1a_sc39" "Head" "CS20" "Mac_4" 9.082505226 -1.559560537 3602 22887
"H9_FKDL190665148.1a_sc40" "Head" "CS20" "Mac_4" 8.965192795 -1.084689021 6126 214817
"H9_FKDL190665148.1a_sc42" "Head" "CS20" "Mac_4" 9.598092079 -1.441912293 5946 211952
"H9_FKDL190665148.1a_sc44" "Head" "CS20" "Mac_4" 8.805042267 -1.270803928 5363 202705
"H9_FKDL190665148.1a_sc45" "Head" "CS20" "Mac_4" 9.436813354 -1.140730858 4469 117553
"H9_FKDL190665148.1a_sc46" "Head" "CS20" "Mac_4" 9.571310997 -1.051510453 2958 16522
"H9_FKDL190665148.1a_sc47" "Head" "CS20" "Mac_4" 9.156820297 -1.521532774 8491 351329
"H9_FKDL190665148.1a_sc48" "Head" "CS20" "Mac_4" 9.144845009 -1.662354946 5409 208890
"SK4_FKDL190665151.1a_sc49" "Skin" "CS20" "Monocyte" 4.334671497 -0.026838709 7172 366922
"SK4_FKDL190665151.1a_sc50" "Skin" "CS20" "Monocyte" 2.648793936 -0.592418909 8291 992258
"SK4_FKDL190665151.1a_sc51" "Skin" "CS20" "Monocyte" 2.856618166 -0.226732433 5074 217894
"SK4_FKDL190665151.1a_sc52" "Skin" "CS20" "Mac_2" 4.286942005 -0.521041751 6733 409887
"SK4_FKDL190665151.1a_sc53" "Skin" "CS20" "Mac_2" 5.03191328 -1.934546828 4853 91906
"SK4_FKDL190665151.1a_sc54" "Skin" "CS20" "CD7hiP" -0.964865446 -4.685743809 5743 206487
"SK4_FKDL190665151.1a_sc55" "Skin" "CS20" "Monocyte" 3.936960936 -1.055881023 5552 386173
"SK4_FKDL190665151.1a_sc56" "Skin" "CS20" "Monocyte" 2.666531086 -0.478077382 4886 95918
"SK4_FKDL190665151.1a_sc57" "Skin" "CS20" "Monocyte" 2.659115553 -0.244613841 7268 252105
"SK4_FKDL190665151.1a_sc58" "Skin" "CS20" "Mac_3" 4.800293446 -0.092707887 6464 393783
"SK4_FKDL190665151.1a_sc59" "Skin" "CS20" "Monocyte" 2.607545614 -0.364801437 3639 51323
"SK4_FKDL190665151.1a_sc60" "Skin" "CS20" "CD7hiP" -0.952946126 -3.726790905 5588 139088
"SK4_FKDL190665151.1a_sc61" "Skin" "CS20" "Monocyte" 3.932026863 -0.181307524 5285 139496
"SK4_FKDL190665151.1a_sc62" "Skin" "CS20" "Mac_2" 4.153054714 -0.336796999 6277 403215
"SK4_FKDL190665151.1a_sc63" "Skin" "CS20" "Mac_1" 4.915645599 -0.155857056 7179 366355
"SK4_FKDL190665151.1a_sc64" "Skin" "CS20" "GMP" -2.312740803 -0.333881944 6820 274694
"SK4_FKDL190665151.1a_sc65" "Skin" "CS20" "Mac_2" 4.345554352 -0.197234273 6590 295437
"SK4_FKDL190665151.1a_sc66" "Skin" "CS20" "Mac_2" 4.419666767 -0.318137676 5774 337926
"SK4_FKDL190665151.1a_sc67" "Skin" "CS20" "GMP" -1.978490829 0.152242944 6804 439005
"SK4_FKDL190665151.1a_sc68" "Skin" "CS20" "GMP" -1.905092001 0.239451379 6290 354631
"SK4_FKDL190665151.1a_sc69" "Skin" "CS20" "Myeloblast" -0.414050192 -0.071276963 5809 161041
"SK4_FKDL190665151.1a_sc70" "Skin" "CS20" "Mac_2" 4.652603149 -0.02547057 6498 251284
"SK4_FKDL190665151.1a_sc71" "Skin" "CS20" "Mac_3" 4.782818794 0.109879524 5087 237649
"SK4_FKDL190665151.1a_sc72" "Skin" "CS20" "Mac_3" 4.819156647 0.150925726 4285 125052
"SK4_FKDL190665151.1a_sc73" "Skin" "CS20" "Monocyte" 3.859969616 -1.470205426 3672 25862
"SK4_FKDL190665151.1a_sc74" "Skin" "CS20" "Mac_2" 4.509310722 -0.115286008 4856 273645
"SK4_FKDL190665151.1a_sc75" "Skin" "CS20" "Mac_2" 4.123908997 -0.99166894 6507 238374
"SK4_FKDL190665151.1a_sc76" "Skin" "CS20" "Monocyte" 4.160582066 -0.170027852 6202 36076
"SK4_FKDL190665151.1a_sc77" "Skin" "CS20" "Myeloblast" 0.15794909 0.498520553 5760 461130
"SK4_FKDL190665151.1a_sc78" "Skin" "CS20" "Monocyte" 2.629426479 -0.342128575 3256 64053
"SK4_FKDL190665151.1a_sc79" "Skin" "CS20" "Monocyte" 3.60504818 -0.357781023 6567 513617
"SK4_FKDL190665151.1a_sc80" "Skin" "CS20" "Mac_2" 4.601113796 -0.327931404 6149 535043
"SK4_FKDL190665151.1a_sc81" "Skin" "CS20" "Myeloblast" 0.104353003 0.304392993 4040 75046
"SK4_FKDL190665151.1a_sc82" "Skin" "CS20" "Mac_4" 9.042432785 -1.090807915 3534 44774
"SK4_FKDL190665151.1a_sc83" "Skin" "CS20" "ILC" -2.898932219 -6.426955223 4213 163414
"SK4_FKDL190665151.1a_sc84" "Skin" "CS20" "Myeloblast" 1.120166421 0.668623924 3807 125818
"SK4_FKDL190665151.1a_sc86" "Skin" "CS20" "Monocyte" 3.787676096 -0.254885226 6064 591710
"SK4_FKDL190665151.1a_sc87" "Skin" "CS20" "Mac_2" 4.301673412 -0.874738455 4989 109487
"SK4_FKDL190665151.1a_sc88" "Skin" "CS20" "Mac_1" 4.861009598 0.167982474 2869 25650
"SK4_FKDL190665151.1a_sc89" "Skin" "CS20" "Mac_4" 8.697640419 -0.988322198 5524 437551
"SK4_FKDL190665151.1a_sc91" "Skin" "CS20" "Mac_2" 4.713038921 -0.124940589 3518 82990
"SK4_FKDL190665151.1a_sc92" "Skin" "CS20" "Monocyte" 1.851693034 -0.767861128 5570 441760
"SK4_FKDL190665151.1a_sc93" "Skin" "CS20" "GMP" -2.042905092 0.138314173 2905 27686
"SK4_FKDL190665151.1a_sc94" "Skin" "CS20" "YSMP" -3.427347183 -2.475116014 4331 185976
"SK4_FKDL190665151.1a_sc95" "Skin" "CS20" "Myeloblast" 0.291157365 -0.203930616 3956 61036
"SK4_FKDL190665151.1a_sc96" "Skin" "CS20" "Mac_2" 4.722189903 -1.884544849 5356 321193
"B9_FKDL190665150.1a_sc1" "Blood" "CS20" "Mast cell" -7.10611105 -2.364673615 8631 232313
"B9_FKDL190665150.1a_sc2" "Blood" "CS20" "CD7hiP" -2.071527243 -3.786364794 6445 423779
"B9_FKDL190665150.1a_sc3" "Blood" "CS20" "Mast cell" -7.533529282 -2.313231468 2998 80125
"B9_FKDL190665150.1a_sc4" "Blood" "CS20" "GMP" -1.988583684 -0.117221832 6071 186186
"B9_FKDL190665150.1a_sc5" "Blood" "CS20" "CD7hiP" -3.025644779 -3.108734608 2321 22450
"B9_FKDL190665150.1a_sc6" "Blood" "CS20" "HSPC" -3.871133327 -3.086603403 2865 26924
"B9_FKDL190665150.1a_sc7" "Blood" "CS20" "Myeloblast" 1.074127197 0.3810094 2615 34561
"B9_FKDL190665150.1a_sc8" "Blood" "CS20" "MkP" -6.977433681 -5.052399635 5506 88147
"B9_FKDL190665150.1a_sc9" "Blood" "CS20" "HSPC" -3.479713917 -3.034109592 3396 115379
"B9_FKDL190665150.1a_sc10" "Blood" "CS20" "Mast cell" -7.52008009 -2.154406309 4320 187137
"B9_FKDL190665150.1a_sc11" "Blood" "CS20" "GMP" -4.253898144 -2.376981974 4588 119390
"B9_FKDL190665150.1a_sc12" "Blood" "CS20" "Mast cell" -7.197619438 -2.292473555 5498 175190
"B9_FKDL190665150.1a_sc13" "Blood" "CS20" "Monocyte" 2.71089077 -1.371605992 6018 352823
"B9_FKDL190665150.1a_sc14" "Blood" "CS20" "ILC" -2.471207142 -6.270656586 3480 124948
"B9_FKDL190665150.1a_sc15" "Blood" "CS20" "Monocyte" 3.047086716 -1.336916566 7294 754010
"B9_FKDL190665150.1a_sc16" "Blood" "CS20" "Mast cell" -4.953829288 -3.314830542 4968 284725
"B9_FKDL190665150.1a_sc17" "Blood" "CS20" "Monocyte" 1.59053874 -2.343588829 4783 161816
"B9_FKDL190665150.1a_sc18" "Blood" "CS20" "CD7hiP" -1.440201521 -4.593529224 3946 93961
"B9_FKDL190665150.1a_sc19" "Blood" "CS20" "HSPC" -4.413472652 -3.238474369 5813 382511
"B9_FKDL190665150.1a_sc20" "Blood" "CS20" "HSPC" -4.211932182 -3.240089893 4519 84127
"B9_FKDL190665150.1a_sc21" "Blood" "CS20" "CD7loP" 1.199579835 -1.61198616 2895 55385
"B9_FKDL190665150.1a_sc22" "Blood" "CS20" "CD7loP" -0.565596938 -3.275737286 8010 819987
"B9_FKDL190665150.1a_sc24" "Blood" "CS20" "GMP" -2.067854643 -0.122216284 6983 397950
"B9_FKDL190665150.1a_sc25" "Blood" "CS20" "Monocyte" 1.43192637 -0.222508699 3368 117458
"B9_FKDL190665150.1a_sc26" "Blood" "CS20" "Mac_2" 5.572975159 -2.324724436 6710 454951
"B9_FKDL190665150.1a_sc27" "Blood" "CS20" "Mac_2" 5.737702847 -1.683101773 5293 162275
"B9_FKDL190665150.1a_sc28" "Blood" "CS20" "Mac_2" 5.704115868 -1.870197058 4325 57384
"B9_FKDL190665150.1a_sc29" "Blood" "CS20" "ErP" -4.987207413 -3.396737576 6976 279060
"B9_FKDL190665150.1a_sc30" "Blood" "CS20" "Monocyte" 1.60217905 -0.876387894 4469 227007
"B9_FKDL190665150.1a_sc32" "Blood" "CS20" "Monocyte" 1.315409541 -1.530691147 4571 92240
"B9_FKDL190665150.1a_sc34" "Blood" "CS20" "HSPC" -4.028719425 -3.150416613 4234 23182
"B9_FKDL190665150.1a_sc35" "Blood" "CS20" "Monocyte" 2.225893497 -0.760045826 4280 97414
"B9_FKDL190665150.1a_sc36" "Blood" "CS20" "ILC" -2.709625959 -6.312540531 2843 80326
