"B2_TKR180900710_HT3YJCCXY_L6_sc1" "B2_TKR180900710_HT3YJCCXY_L6_sc2" "B2_TKR180900710_HT3YJCCXY_L6_sc3" "B2_TKR180900710_HT3YJCCXY_L6_sc4" "B2_TKR180900710_HT3YJCCXY_L6_sc5" "B2_TKR180900710_HT3YJCCXY_L6_sc6" "B2_TKR180900710_HT3YJCCXY_L6_sc7" "B2_TKR180900710_HT3YJCCXY_L6_sc8" "B2_TKR180900710_HT3YJCCXY_L6_sc55" "B2_TKR180900710_HT3YJCCXY_L6_sc56" "B2_TKR180900710_HT3YJCCXY_L6_sc57" "B2_TKR180900710_HT3YJCCXY_L6_sc58" "B2_TKR180900710_HT3YJCCXY_L6_sc59" "B2_TKR180900710_HT3YJCCXY_L6_sc60" "B2_TKR180900710_HT3YJCCXY_L6_sc61" "B2_TKR180900710_HT3YJCCXY_L6_sc62" "B2_TKR180900710_HT3YJCCXY_L6_sc63" "B2_TKR180900710_HT3YJCCXY_L6_sc64" "B2_TKR180900710_HT3YJCCXY_L6_sc65" "B2_TKR180900710_HT3YJCCXY_L6_sc66" "B2_TKR180900710_HT3YJCCXY_L6_sc67" "B2_TKR180900710_HT3YJCCXY_L6_sc68" "B2_TKR180900710_HT3YJCCXY_L6_sc69" "B2_TKR180900710_HT3YJCCXY_L6_sc70" "B2_TKR180900710_HT3YJCCXY_L6_sc71" "B2_TKR180900710_HT3YJCCXY_L6_sc72" "B2_TKR180900710_HT3YJCCXY_L6_sc74" "B2_TKR180900710_HT3YJCCXY_L6_sc75" "B2_TKR180900710_HT3YJCCXY_L6_sc76" "B2_TKR180900710_HT3YJCCXY_L6_sc77" "B2_TKR180900710_HT3YJCCXY_L6_sc78" "B2_TKR180900710_HT3YJCCXY_L6_sc79" "B2_TKR180900710_HT3YJCCXY_L6_sc80" "B2_TKR180900710_HT3YJCCXY_L6_sc81" "B2_TKR180900710_HT3YJCCXY_L6_sc82" "B2_TKR180900710_HT3YJCCXY_L6_sc83" "B2_TKR180900710_HT3YJCCXY_L6_sc84" "B2_TKR180900710_HT3YJCCXY_L6_sc85" "B2_TKR180900710_HT3YJCCXY_L6_sc86" "B2_TKR180900710_HT3YJCCXY_L6_sc88" "B2_TKR180900710_HT3YJCCXY_L6_sc89" "B2_TKR180900710_HT3YJCCXY_L6_sc90" "B2_TKR180900710_HT3YJCCXY_L6_sc91" "B2_TKR180900710_HT3YJCCXY_L6_sc92" "B2_TKR180900710_HT3YJCCXY_L6_sc93" "B2_TKR180900710_HT3YJCCXY_L6_sc94" "FL4_TKR180900708_HT3YJCCXY_L6_sc1" "FL4_TKR180900708_HT3YJCCXY_L6_sc2" "FL4_TKR180900708_HT3YJCCXY_L6_sc3" "FL4_TKR180900708_HT3YJCCXY_L6_sc4" "FL4_TKR180900708_HT3YJCCXY_L6_sc6" "FL4_TKR180900708_HT3YJCCXY_L6_sc7" "FL4_TKR180900708_HT3YJCCXY_L6_sc8" "FL4_TKR180900708_HT3YJCCXY_L6_sc55" "FL4_TKR180900708_HT3YJCCXY_L6_sc56" "FL4_TKR180900708_HT3YJCCXY_L6_sc57" "FL4_TKR180900708_HT3YJCCXY_L6_sc58" "FL4_TKR180900708_HT3YJCCXY_L6_sc59" "FL4_TKR180900708_HT3YJCCXY_L6_sc60" "FL4_TKR180900708_HT3YJCCXY_L6_sc61" "FL4_TKR180900708_HT3YJCCXY_L6_sc62" "FL4_TKR180900708_HT3YJCCXY_L6_sc63" "FL4_TKR180900708_HT3YJCCXY_L6_sc64" "FL4_TKR180900708_HT3YJCCXY_L6_sc65" "FL4_TKR180900708_HT3YJCCXY_L6_sc66" "FL4_TKR180900708_HT3YJCCXY_L6_sc67" "FL4_TKR180900708_HT3YJCCXY_L6_sc68" "FL4_TKR180900708_HT3YJCCXY_L6_sc69" "FL4_TKR180900708_HT3YJCCXY_L6_sc70" "FL4_TKR180900708_HT3YJCCXY_L6_sc71" "FL4_TKR180900708_HT3YJCCXY_L6_sc72" "FL4_TKR180900708_HT3YJCCXY_L6_sc74" "FL4_TKR180900708_HT3YJCCXY_L6_sc75" "FL4_TKR180900708_HT3YJCCXY_L6_sc76" "FL4_TKR180900708_HT3YJCCXY_L6_sc77" "FL4_TKR180900708_HT3YJCCXY_L6_sc78" "FL4_TKR180900708_HT3YJCCXY_L6_sc79" "FL4_TKR180900708_HT3YJCCXY_L6_sc80" "FL4_TKR180900708_HT3YJCCXY_L6_sc81" "FL4_TKR180900708_HT3YJCCXY_L6_sc82" "FL4_TKR180900708_HT3YJCCXY_L6_sc83" "FL4_TKR180900708_HT3YJCCXY_L6_sc84" "FL4_TKR180900708_HT3YJCCXY_L6_sc85" "FL4_TKR180900708_HT3YJCCXY_L6_sc86" "FL4_TKR180900708_HT3YJCCXY_L6_sc87" "FL4_TKR180900708_HT3YJCCXY_L6_sc88" "FL4_TKR180900708_HT3YJCCXY_L6_sc89" "FL4_TKR180900708_HT3YJCCXY_L6_sc90" "FL4_TKR180900708_HT3YJCCXY_L6_sc91" "FL4_TKR180900708_HT3YJCCXY_L6_sc93" "FL4_TKR180900708_HT3YJCCXY_L6_sc94" "H2_TKR180900698_HT3YJCCXY_L5_sc2" "H2_TKR180900698_HT3YJCCXY_L5_sc3" "H2_TKR180900698_HT3YJCCXY_L5_sc5" "H2_TKR180900698_HT3YJCCXY_L5_sc6" "H2_TKR180900698_HT3YJCCXY_L5_sc56" "H2_TKR180900698_HT3YJCCXY_L5_sc57" "H2_TKR180900698_HT3YJCCXY_L5_sc58" "H2_TKR180900698_HT3YJCCXY_L5_sc60" "H2_TKR180900698_HT3YJCCXY_L5_sc62" "H2_TKR180900698_HT3YJCCXY_L5_sc66" "H2_TKR180900698_HT3YJCCXY_L5_sc68" "H2_TKR180900698_HT3YJCCXY_L5_sc69" "H2_TKR180900698_HT3YJCCXY_L5_sc70" "H2_TKR180900698_HT3YJCCXY_L5_sc72" "H2_TKR180900698_HT3YJCCXY_L5_sc73" "H2_TKR180900698_HT3YJCCXY_L5_sc77" "H2_TKR180900698_HT3YJCCXY_L5_sc85" "H2_TKR180900698_HT3YJCCXY_L5_sc87" "H2_TKR180900698_HT3YJCCXY_L5_sc88" "H2_TKR180900698_HT3YJCCXY_L5_sc91" "FL3_TKR180900711_HT3YJCCXY_L6_sc1" "FL3_TKR180900711_HT3YJCCXY_L6_sc2" "FL3_TKR180900711_HT3YJCCXY_L6_sc3" "FL3_TKR180900711_HT3YJCCXY_L6_sc4" "FL3_TKR180900711_HT3YJCCXY_L6_sc5" "FL3_TKR180900711_HT3YJCCXY_L6_sc6" "FL3_TKR180900711_HT3YJCCXY_L6_sc7" "FL3_TKR180900711_HT3YJCCXY_L6_sc8" "FL3_TKR180900711_HT3YJCCXY_L6_sc55" "FL3_TKR180900711_HT3YJCCXY_L6_sc56" "FL3_TKR180900711_HT3YJCCXY_L6_sc57" "FL3_TKR180900711_HT3YJCCXY_L6_sc58" "FL3_TKR180900711_HT3YJCCXY_L6_sc59" "FL3_TKR180900711_HT3YJCCXY_L6_sc60" "FL3_TKR180900711_HT3YJCCXY_L6_sc61" "FL3_TKR180900711_HT3YJCCXY_L6_sc62" "FL3_TKR180900711_HT3YJCCXY_L6_sc63" "FL3_TKR180900711_HT3YJCCXY_L6_sc64" "FL3_TKR180900711_HT3YJCCXY_L6_sc65" "FL3_TKR180900711_HT3YJCCXY_L6_sc66" "FL3_TKR180900711_HT3YJCCXY_L6_sc67" "FL3_TKR180900711_HT3YJCCXY_L6_sc68" "FL3_TKR180900711_HT3YJCCXY_L6_sc69" "FL3_TKR180900711_HT3YJCCXY_L6_sc70" "FL3_TKR180900711_HT3YJCCXY_L6_sc72" "FL3_TKR180900711_HT3YJCCXY_L6_sc73" "FL3_TKR180900711_HT3YJCCXY_L6_sc74" "FL3_TKR180900711_HT3YJCCXY_L6_sc75" "FL3_TKR180900711_HT3YJCCXY_L6_sc76" "FL3_TKR180900711_HT3YJCCXY_L6_sc77" "FL3_TKR180900711_HT3YJCCXY_L6_sc78" "FL3_TKR180900711_HT3YJCCXY_L6_sc79" "FL3_TKR180900711_HT3YJCCXY_L6_sc80" "FL3_TKR180900711_HT3YJCCXY_L6_sc81" "FL3_TKR180900711_HT3YJCCXY_L6_sc82" "FL3_TKR180900711_HT3YJCCXY_L6_sc83" "FL3_TKR180900711_HT3YJCCXY_L6_sc84" "FL3_TKR180900711_HT3YJCCXY_L6_sc85" "FL3_TKR180900711_HT3YJCCXY_L6_sc86" "FL3_TKR180900711_HT3YJCCXY_L6_sc87" "FL3_TKR180900711_HT3YJCCXY_L6_sc88" "FL3_TKR180900711_HT3YJCCXY_L6_sc89" "FL3_TKR180900711_HT3YJCCXY_L6_sc90" "FL3_TKR180900711_HT3YJCCXY_L6_sc91" "FL3_TKR180900711_HT3YJCCXY_L6_sc92" "FL3_TKR180900711_HT3YJCCXY_L6_sc93" "FL3_TKR180900711_HT3YJCCXY_L6_sc94"
"DGCR2" 0 0 8 15 0 29 11 2 0 1 0 0 0 2 16 0 1 0 21 0 41 0 0 0 0 0 0 0 3 0 3 0 41 8 3 61 15 2 48 0 0 0 0 0 4 121 13 38 0 3 0 0 0 0 4 0 0 0 0 0 1 6 0 0 1 0 11 0 0 0 14 1 0 5 17 4 0 0 1 0 22 0 2 0 26 0 2 0 13 0 1 11 0 0 1 0 5 60 6 1 0 75 0 18 0 2 41 7 18 0 1 0 4 2 1 0 0 5 1 4 8 0 0 0 0 0 0 37 0 0 0 0 1 0 0 0 0 0 1 2 105 3 1 0 1 0 0 75 0 0 2 5 13 0 0 8 0 20
"DGCR5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DGCR6" 1 0 0 0 0 0 0 0 2 0 1 0 1 0 0 3 1 26 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 6 1 3 4 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 3 3 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 3 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"DGCR6L" 96 50 38 115 1 16 25 3 49 0 23 122 51 15 2 78 89 43 22 4 39 60 0 8 1 29 94 2 2 1 0 7 144 17 2 37 170 3 163 7 0 22 0 69 6 204 16 136 0 4 4 8 3 1 2 1 20 8 0 2 32 54 4 1 1 0 2 1 9 0 90 29 29 4 59 8 13 127 13 2 0 18 1 0 5 0 58 62 12 0 1 14 0 1 7 4 0 87 1 2 0 43 0 8 24 4 77 1 15 2 20 30 0 37 1 0 27 0 0 19 0 1 2 6 70 0 0 25 12 1 0 3 25 7 14 0 4 30 3 3 1 46 1 94 8 0 20 22 8 2 28 12 59 42 35 0 2 0
"DGCR8" 0 23 0 23 3 0 0 7 0 0 0 14 0 0 0 0 31 1 2 12 0 2 2 0 7 0 1 4 0 0 0 0 0 0 0 0 7 0 79 1 0 0 0 0 0 13 20 1 0 0 0 3 0 0 0 19 0 0 0 0 23 0 0 0 0 0 0 0 22 38 0 0 0 2 9 0 0 8 0 0 0 0 0 0 6 0 4 0 0 0 0 0 0 0 0 0 0 1 28 0 0 1 0 0 2 0 4 0 0 0 0 4 0 26 0 0 0 0 0 12 0 0 1 3 0 1 0 21 15 3 6 1 0 0 0 5 0 0 0 0 0 0 1 11 0 0 0 0 0 0 7 0 0 0 8 0 0 0
"DGCR9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DGKA" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 39 0 0 0 0 0 0 8 0 0 0 5 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 4 0 0 14 0 0 0 4 1 2 24 2 1 0 1 0 0 11 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 14 0 0 7 1 1 18 18 0 0 1 0 0 0 0 3 0 0 0 1 0 0 0 0 1 11 0 0 0 62
"DGKB" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DGKD" 36 107 2 0 0 1 0 0 0 8 0 2 0 10 20 0 3 0 3 0 3 0 12 0 7 21 0 0 0 11 0 9 34 25 0 0 2 0 0 0 9 0 0 0 0 0 0 2 0 10 3 7 0 1 2 0 28 0 0 3 0 1 2 0 21 2 1 0 0 0 0 1 0 2 0 5 34 168 0 0 0 0 0 2 3 0 145 2 0 0 7 30 0 0 0 2 0 0 19 1 1 0 4 16 0 4 1 0 11 0 0 0 0 0 1 2 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 5 0 3 34 1 0 0 0 1 0 0 16 1 0 0 60 27 0 1 0 0 0 0 21 17 0 1
"DGKE" 1 0 6 0 0 13 0 0 0 0 0 15 0 0 0 0 1 0 0 0 32 0 35 0 40 2 0 3 1 0 0 0 0 0 0 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 6 4 0 1 0 0 0 1 0 16 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 20 13 0 0 1 0 0 0 0 0 25 1 0 0 0 0 0 0 0 0 0 0 0 0 26 0 31 0 0 0 0 0 12 0 0 0 0 0 0 0 12 0 0 0 5 20 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 53 0 0 1 0 47
"DGKG" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 61 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DGKH" 39 0 0 2 0 0 0 2 0 0 59 80 0 0 1 0 16 11 10 14 6 47 54 0 4 0 44 0 2 0 0 0 1 8 0 2 0 0 0 3 0 0 0 0 0 0 2 41 0 2 0 0 0 1 0 0 1 1 0 3 2 7 2 0 0 2 1 0 0 0 2 1 0 1 0 0 0 1 0 3 1 0 0 0 1 0 179 0 0 1 1 0 0 0 0 3 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 2 0 0 0 0 0 0
"DGKI" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"DGKK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DGKQ" 0 10 0 6 0 0 0 0 10 0 0 0 0 0 0 0 0 16 0 0 36 0 0 0 0 0 0 0 0 1 0 1 24 0 0 15 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 9 0 0 0 0 0 0 0 0 2 1 0 6 0 0 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 7 0 0 0 2 1 0 2 80 0 0
"DGKZ" 12 28 13 31 0 0 16 1 13 5 0 5 37 11 0 23 45 10 2 21 0 9 15 0 28 6 0 1 1 29 5 3 64 7 0 13 35 2 0 6 0 0 0 3 0 33 0 0 0 3 4 11 0 0 0 14 54 0 1 8 0 31 20 0 0 0 0 0 28 4 0 17 1 2 4 0 0 1 0 0 0 0 0 0 2 1 40 13 0 6 7 0 0 0 2 0 10 80 26 1 0 11 0 0 14 0 0 2 1 5 0 25 1 8 1 0 4 1 0 30 2 5 0 1 0 1 0 0 26 0 2 9 1 0 1 0 0 0 0 1 0 21 6 22 0 0 16 0 0 0 5 0 28 0 0 0 0 0
"DGUOK" 56 21 74 105 0 11 7 1 60 11 0 47 41 21 50 12 96 72 56 18 37 2 26 27 45 34 68 11 6 10 0 15 39 48 4 69 85 1 53 4 2 14 0 34 19 128 30 127 18 52 19 20 0 20 10 5 12 8 21 12 19 71 4 1 1 0 93 2 29 17 2 210 16 5 169 34 28 151 15 0 1 69 3 1 16 7 30 0 22 0 35 50 0 3 4 8 3 12 18 1 11 37 7 40 2 4 54 3 23 2 21 19 19 2 36 1 50 1 1 6 9 16 6 3 1 16 0 1 38 0 0 6 43 6 30 0 0 7 1 2 33 27 10 4 0 6 111 2 6 172 41 16 194 20 52 32 11 26
"DGUOK-AS1" 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56 0 0
"DHCR24" 1 0 15 123 0 14 7 7 11 3 24 33 14 1 32 37 98 3 1 29 18 95 25 1 37 0 86 3 2 1 0 5 48 9 0 51 50 0 4 3 0 0 0 2 7 55 3 2 0 0 6 10 0 0 0 1 7 4 42 0 21 1 1 0 1 1 0 0 0 1 1 2 1 2 0 0 1 1 8 0 0 0 1 0 7 0 0 35 0 0 0 17 3 0 0 11 0 29 36 0 1 0 8 22 0 13 34 0 1 0 0 1 0 0 0 0 13 0 1 10 19 0 0 9 17 0 0 1 19 0 0 4 1 9 11 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 10 0 11 0 0 0 2 0
"DHCR7" 0 1 14 51 0 0 0 3 0 0 12 0 0 0 19 0 45 0 0 3 1 0 42 0 24 0 0 0 2 0 0 1 69 0 0 48 42 0 56 8 0 0 0 99 0 0 0 0 9 0 0 4 0 16 0 0 0 0 14 0 7 0 0 0 0 0 1 0 0 0 1 0 19 0 0 0 7 24 3 0 0 0 1 0 0 0 2 0 14 0 0 0 0 0 0 12 0 0 26 1 0 0 1 0 0 0 60 0 2 0 0 0 0 1 1 0 0 0 0 9 0 22 0 0 17 0 0 0 1 0 0 0 0 8 0 0 0 0 9 1 0 3 0 1 0 0 0 0 1 0 0 1 0 0 7 20 0 0
"DHDDS" 1 94 0 2 2 2 0 2 23 0 0 4 0 9 0 0 44 0 6 0 10 18 0 0 0 14 0 0 1 0 0 0 0 0 0 1 0 0 0 7 1 0 0 16 0 0 0 0 1 2 0 2 0 0 0 0 27 2 1 0 0 0 1 0 5 0 2 0 0 0 0 0 0 0 0 0 7 42 0 0 0 1 2 0 0 0 36 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 6 0 0 0 46 0 3 0 0 24 0 0 0 0 9 0 0 1 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 5 1 0 8 0 1 0 0 6 0 0 0 5 4 10 0 0 0 0 0
"DHDH" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DHFR" 157 80 4 216 0 12 0 6 6 0 5 104 18 28 50 2 71 50 0 23 18 29 9 1 29 0 33 13 2 0 0 17 15 35 4 44 24 0 76 8 0 43 0 0 9 103 31 42 0 21 3 5 0 0 8 1 33 16 0 1 62 61 1 0 0 1 2 1 24 162 1 124 1 2 59 11 13 12 2 6 1 41 0 0 5 0 13 12 1 0 1 6 0 1 5 1 4 3 27 0 10 25 0 30 2 17 44 1 30 4 9 3 0 28 0 0 0 0 9 9 0 1 28 5 2 27 0 63 12 0 8 3 28 8 16 8 0 53 1 3 73 25 10 6 4 1 176 4 5 42 33 2 42 0 66 5 2 27
"DHFRL1" 1 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 14 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 5 0 0 0 0 0 0 0 1 0 1 0 0 0 0 24 0 0 0 0 0 0 0 0 105 4 0
"DHH" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DHODH" 45 2 0 19 0 0 0 1 0 0 0 0 8 1 1 0 11 1 16 53 12 0 8 0 83 0 105 1 3 1 0 14 9 3 0 10 0 0 0 2 0 0 0 68 0 46 1 40 0 0 0 0 1 0 4 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 36 1 1 2 1 0 0 0 0 0 0 0 0 0 1 0 36 0 0 0 1 0 0 0 8 0 0 0 11 0 0 0 0 0 8 0 0 0 0 0 0 48 0 0 0 0 0 0 1 8 0 1 1 0 1 0 0 25 18 1 0 0 94 3 0 6 0 85 0 1 0 0 0 42 0 0 0 1 2 0 11 0 6 0 0 1 3 0
"DHPS" 0 117 34 120 0 5 0 6 0 14 17 32 9 10 27 44 60 2 6 50 28 34 24 16 37 24 15 6 2 0 0 8 45 27 0 34 47 3 46 0 4 42 14 36 21 0 1 50 0 0 5 3 0 0 0 7 0 8 23 0 32 11 79 2 0 0 0 0 0 36 0 0 0 2 45 1 0 164 0 4 9 57 1 0 7 0 37 0 10 0 1 0 1 0 0 2 5 27 14 7 6 0 5 20 0 0 84 1 7 2 3 15 1 5 2 0 0 24 0 0 0 1 0 3 0 0 0 37 15 1 7 8 1 4 0 0 0 3 0 2 1 32 0 67 12 1 3 75 2 1 22 3 13 31 16 61 16 0
"DHRS1" 0 0 0 50 0 1 0 0 0 1 33 0 0 2 1 0 0 4 0 0 27 30 0 0 0 0 1 0 1 0 0 6 88 0 0 0 7 0 0 0 0 0 0 62 21 1 0 0 3 1 0 0 2 0 3 0 0 1 1 0 0 0 0 0 0 0 0 8 0 1 1 0 1 0 3 6 0 0 13 19 0 1 1 0 0 0 3 2 0 0 52 0 8 0 0 0 1 0 1 0 3 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 7 15 0 23 0 1 2 1 2 0 0 29 3 1 22 0 2 0 23 1 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 15 0 0 65
"DHRS11" 0 0 0 95 0 0 0 0 0 0 0 15 0 0 0 0 0 0 18 0 35 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 0 1 2 0 1 0 1 0 0 1 0 2 0 0 4 0 1 1 0 1 0 2 1 0 0 1 1 0 0 1 1 1 1 0 1 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 9 0 67 0 0 0 0 0 1 8 0 0 0 0 0 0 2 1 0 0 0 0 0 13 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
