,TCGA-NJ-A4YG-01,TCGA-05-4420-01,TCGA-L9-A444-01,TCGA-55-1594-01,TCGA-78-8648-01,TCGA-55-8085-01,TCGA-55-7281-01,TCGA-38-4630-01,TCGA-91-6848-01,TCGA-49-4486-01,TCGA-55-7728-01,TCGA-55-A492-01,TCGA-86-7954-01,TCGA-55-8619-01,TCGA-NJ-A55O-01,TCGA-44-2655-01,TCGA-55-8206-01,TCGA-NJ-A7XG-01,TCGA-MP-A4TK-01,TCGA-J2-8194-01,TCGA-55-7913-01,TCGA-78-7633-01,TCGA-44-3919-01,TCGA-55-A4DF-01,TCGA-64-1677-01,TCGA-95-8039-01,TCGA-86-7714-01,TCGA-O1-A52J-01,TCGA-50-5942-01,TCGA-05-4390-01,TCGA-78-7156-01,TCGA-38-4626-01,TCGA-55-5899-01,TCGA-97-7552-01,TCGA-MP-A4TI-01,TCGA-50-5068-01,TCGA-55-8094-01,TCGA-73-4670-01,TCGA-86-8056-01,TCGA-44-5644-01,TCGA-44-7662-01,TCGA-78-7145-01,TCGA-50-5946-01,TCGA-44-2665-01,TCGA-49-4494-01,TCGA-67-6217-01,TCGA-97-7937-01,TCGA-35-3615-01,TCGA-91-6840-01,TCGA-86-8074-01
SERTAD2,3,3.4,3.3,2.7,3.4,3,3.1,3.9,4.3,1.5,2.7,2.7,3.5,2.9,2.4,2.6,3.3,3.8,3.4,3.2,2.3,3.5,3.2,3.9,2.8,3.6,3.6,2.9,3.1,2.5,3.2,3.3,2.6,3.4,3.4,1.8,2.5,1.8,3.5,2.6,3,4.4,4.6,3.1,2.2,3.4,3.2,2.8,3.1,3.4
AC104012.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST3GAL6,1.6,0.9,0.8,0.8,1.6,0.9,1.5,1.6,1.6,0.5,2.1,0.5,1.3,1.6,1.4,1.3,2.6,1.2,1.2,0.7,0.4,0.4,1.2,1,1,1.4,2,0.9,2.8,0.7,0.3,1.3,0.5,1.4,1.9,1.8,0.3,0.4,1.5,1.3,1,0.7,0.4,1.9,0.7,0.6,2,0.7,1.3,1
RP11-861E21.1,0.4,0.5,2.3,0,1.2,0.3,0.2,0.8,0.7,0,0.9,0.2,0.1,0.2,0.2,0.1,0.9,1,1,0.4,0.2,0.1,0.7,1.7,0.3,0.6,0,2.1,0.4,0,1.4,0.6,0,0,1.1,1.4,0.6,0.2,0.9,0.6,0.7,0,1.4,0.5,0.1,0.7,0.9,0.5,0.3,0.7
AC010739.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX649553.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKP2,1.7,3,0.6,0.2,1,0.3,0.5,2.6,0.9,0.3,1.9,0.1,0.3,1.4,1,0.3,0.6,0.2,2.3,0.6,2.9,0,2,1.6,2,0.3,2.1,0.7,1.2,3.1,0.1,0.3,2.3,2.9,2.5,0.6,0.3,3.9,0.5,2.1,2,0.8,0.1,0.5,1.4,0.3,0.2,0.1,3.5,0.7
RP11-809N15.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
RNU6-453P,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3,0,0.7,0,0,0,0
TRIM51HP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB-13F3.1,0.7,0.4,1.4,0.4,0.3,0.6,0.6,0.8,1.5,0.5,1.2,0.9,0.8,0.4,1.1,0.6,0.8,0.2,1.6,0.5,0.3,0.4,0.6,0.9,0.5,0.7,0.8,0.9,0.5,0.4,0.1,0.8,0.4,0.2,2.6,0.2,0.5,0.4,1.1,1,1.1,0.5,0.6,0.9,0.2,0.9,0.8,0.3,0.7,0.3
RP11-70F11.2,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0.3,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0.1,0,0.2,0,0
AP005242.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT1,0,0.1,0.2,0.1,0.5,0,0.2,0,0.1,0,0.1,0,0.4,0.1,0,0,0,0.3,0.1,0.1,0,0.1,0.3,0.1,0.1,0,0,0.1,0.7,0,0,0.3,0.2,0.5,0.4,0.2,0,0,0.7,0,0.6,0.3,0.1,0,0,0,0,0.2,0.1,0
CTD-2591A1.1,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0.2,0.1,0.1,0,0,0,0,0.6,0,0.2,0,0.2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0.1
AC026185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDLIM1P3,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1273P,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
RP5-1025A1.3,0.3,0.1,0.1,0,0,0.1,0,0.1,0,0.1,0.1,0.4,0,0.1,0.1,0.1,0,0,0.1,0.2,0,0.1,0.1,0.2,0,0.1,0,0.5,0.1,0,0,0,0.7,0,0.1,0.1,0.1,0,0.1,0.1,0.3,0,0.1,0.6,0.1,0,0.1,0,0.2,0.1
RAET1K,0.1,0,0.3,0.2,0.2,0.1,0.3,0.3,0.7,0,0.1,0,0.3,0.1,0.1,0.2,0.2,0.1,0.1,0,0.1,0,0.5,1,0.4,0.2,0,0.1,0.1,0,0,0.1,0.1,0.3,0.4,0.8,0,0.1,0.2,0.4,0.1,0.1,0.3,0.3,0.1,0.1,0.2,0.1,0.2,1
RP11-173L6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-343C2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP002495.1,0.8,0.2,0.6,1.5,1,0.6,0.4,1.1,2.1,0.6,0.3,0,1.5,0.5,1.7,1.6,0.7,0.4,0,1.6,0.7,2.1,1.1,1,0,1,1.2,0.7,0,0.5,0.5,0.9,1.5,0.4,0,0.6,1.1,0.6,0.5,0.6,1,0.8,0.3,1.1,0.2,1.8,0,1.5,0,0
AL360178.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007682.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-3099C6.5,0,0,0,0.2,0.1,0,0,0,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0.2,0.1,0,0,0,0.1,0,0,0,0,0,0,0.1,0.3,0.1,0.2,0.3,0,0,0.1,0,0.4,0.2
DDX11L10,0,0.1,0.1,0.1,0,0.5,0,0,0,0.1,0,0.5,0.2,0,0.1,0,0,0,0,0.3,0,0.1,0,0,0,0.1,0,0,0,0,0.1,0,1.3,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0.4,0,0.3
SLC45A4,2.9,2.3,3,3,2.1,3,1.7,2.8,2.6,3.8,2.4,2.4,2.6,3.4,5,1.9,2.9,2.1,1.9,3.8,2.8,5.2,2.5,1.8,1.7,2.1,2,1.4,1.9,5.3,2.3,2,3.4,2.4,2.1,1.2,2.5,3.7,2.3,2.8,2.3,1.6,2.8,1.7,0.9,1.9,2.7,3.1,2.5,2.2
AP006222.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-789C7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP128,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0,0,0,0,0
MTRF1,2.2,1.6,1.7,1.5,1.3,1.9,1.4,2.3,1.7,1.6,1.9,1.7,1.6,1.6,1.6,1.7,1.4,1.7,1.7,1.4,1.1,1.4,1.4,2.1,1.8,1.2,2.2,1.1,1.3,0.8,1.7,1.5,1.7,1.4,1.8,2.3,1.2,1.8,1.9,1.7,1.7,1,2,1.7,1.1,1.6,2.2,1.8,3.5,2
RP11-63P12.7,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.4,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0,0,0
RP11-212F11.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
uc_338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND5P14,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
IGSF11-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
U8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC055736.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-265E18.1,0.1,0.2,0.6,0.2,0.1,0.4,0.1,0.1,0.2,0.1,0.5,0.2,0.2,0.1,0.2,0.2,0.3,0.7,0.7,0.2,0.5,0,0.2,0.5,0.6,0.5,0.3,0.3,0.2,0.3,0,0.2,0.3,0.1,0.4,0.3,0.3,0,0.2,1.3,0.4,0.2,0.6,0.2,0.2,0.5,1,0.1,0.1,0.4
AC009133.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARRES2P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND2P28,7,7.3,8.4,7.2,5.5,6.6,7.4,6.1,6,5,2.3,4.9,5.2,8,7.9,5.8,6,5.2,7.2,4.9,7.8,5.2,6.5,1.5,6.5,6.6,7.1,6.7,6.3,5.7,7.2,6.9,6.9,6.4,6.6,4.3,9.6,5.4,5.6,7.7,6.3,7.7,7.5,6.3,5,6.4,9.9,5.7,6.3,5.6
FMO7P,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESM1,2.3,3.2,3.5,1.7,2,3.5,1.9,2.7,5.8,1.5,0.6,2.2,2.1,1.5,1.8,2.1,0.3,0.9,3.3,3.7,2.8,6.3,2.8,0.7,2.2,2,0.6,1.4,0.8,3.3,2.5,4.1,3.9,0.5,2.6,1.3,3.9,2,2.5,4,3.5,3.9,3.5,3.4,1.9,0.7,2.2,1.4,2.9,3.5
RP11-76I23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006458.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-379J13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWDD2A,1.5,3.2,1.4,2.7,1.4,1.2,1.4,2.6,1.3,1.7,1.6,2,1.6,1.9,1.6,2,2.1,1.5,1.9,1.3,1.9,0.9,2,1.9,2.5,1.8,1.8,1.7,1.5,1.8,1.1,1.6,1.9,1.4,1.4,3.1,2,2,2.1,2.2,1.5,1.6,1.3,2.2,1.6,1.5,1.7,2,1.5,1.2
LINC00592,0.1,0.1,0,0.1,0,0.1,0.2,0.2,0.1,0.7,0,0.8,0,0,0,0.6,0.1,0,0.1,0.2,0.1,0.2,0,0,0.1,0.2,0,0.2,0.1,0.1,0.4,0.1,0,0,0.2,0.2,0.5,1.1,0,0.1,0.4,0.1,0.4,0.2,0,0.3,0.6,0.1,0.6,0.2
ENTPD1-AS1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.4,0.4,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0,0.2,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.2
LINC01181,0,0,0,0.1,0.4,0,0,0.1,0.1,0,0.1,0.1,0.4,0.1,0.1,0,0,0,0.1,0,0,0,0.1,0.4,0.1,0,0,0.1,0,0,0,0.1,0.1,0,0.2,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0
AC096670.3,0.2,0.3,0.3,0.1,0.2,0.1,0.1,0.1,0,0.1,0.4,0,0.1,0.1,0.1,0.1,0.7,0.5,0.3,0.1,0.3,0,0.2,0.5,0.2,0.3,0.6,0.3,0.9,0.1,0,0.3,0,0.2,0.1,0.2,0.1,0,0.5,0.4,0.1,0.2,0.2,0,0,0.2,0.2,0.1,0,0.1
RP11-569A11.2,0.2,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0.2,0,0.1,0,0,0,0,0.1,0.2,0,0.2,0,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0.1,0.4,0,0,0.4,0,0,0.1,0.1
PPIAP6,0.2,0.8,1.1,0.5,0.3,0.7,0.8,0.1,0.9,0.2,0.1,0.7,0.1,0.3,0.4,1,0.2,0,0.2,1.4,0.7,0.2,0.1,0.1,0.7,1.2,0.1,0.1,0.1,0.4,0.7,0.2,0.1,0.6,0.2,0,0.5,0.8,0.9,0.2,0.3,1,0.7,0.8,0.7,0.2,0.6,0.7,0.1,1.5
RP11-760D2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCFD2,2.7,2.7,2.5,3.2,2.7,2.5,2.5,2.8,3.5,2.2,2.2,2.2,2.5,2.6,2.3,2.6,2.7,2.4,2.9,3.9,2.4,2.6,2.5,3.4,2,2.7,2.6,2.7,2.6,2.6,2.5,2.7,3.6,2.7,2.5,1.9,2.9,2.2,2,2.4,2.7,3.3,2.5,2.7,2.6,2.9,2.2,2.3,2,3.1
GFOD1-AS1,0,0,0,0,0,0.1,0,0.1,0.2,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.1,0.2,0,0,0,0,0,0.2,0.1,0.2,0.3,0.1,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1
YWHAB,6.2,6.9,5.9,7.2,6,6.4,6.5,6.3,6.7,5.8,6,6.4,6.6,6.3,6.1,6.5,6.3,5.7,6.3,6.2,6.2,6.1,6.3,6.6,6.5,6.3,6.3,6.8,6.1,6.2,6.4,6.4,6.4,6.9,6.3,6,6.1,6.7,6.3,6.2,6.5,6.5,6.4,6.3,6.4,6.2,7,6.1,7.1,6.4
ZNRD1-AS1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM155,0.1,0.1,0.2,0.1,0.2,0.1,0,0.1,0.3,0.2,0.1,0,0.1,0.2,0,0.3,0.4,0.1,0.1,0.2,0,0,0.2,0.3,0.9,0.2,0.2,0.7,0.1,0,0,0.3,0.2,0.2,0.3,0.3,0,0,0.1,0,0.1,0.1,0,0.2,0,1.2,0.3,0.4,1.3,0.1
RP11-624L4.1,0,0.4,0.1,1.2,0.1,0.6,0.4,0.1,0,0.1,0.1,0.5,0.3,0.1,0.2,0.6,1.4,0.2,0.8,0.8,1.3,0.6,0,0.9,0.1,0.9,0.4,1.5,0.3,0.2,0.5,0.1,1.2,0,0.1,0.2,0.7,0.2,0.1,0.7,0.6,0,0.7,0.2,0.1,0.9,0,0.1,0.5,0.9
TOMM40,3.7,3.7,4.3,5.1,3.6,3.7,4,5.5,4.4,4,4,4.3,3.7,3.7,4.2,3.3,3.3,3.7,4,4.3,5,3.4,3.8,4.2,4.4,3.7,3,3.8,3,4.7,3.7,4.2,4.4,3,4.1,3.2,4.1,4.4,3.6,4.1,4.7,4.7,3.8,3.6,4.6,3.9,4,3.7,4.5,3.7
RP5-1153D9.5,0.1,0.1,0.4,0.1,0.2,0.1,0.1,0.2,0,0,0.2,0,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0,0.1,0,0.3,0.3,0.1,0.2,0,0.2,0.2,0,0.1,0.2,0.1,0.1,0.4,0.1,0.1,0,0.2,0.2,0.3,0.1,0,0.2,0,0.1,0.3,0,0.2,0.1
PRSS48,0,0,0,0.1,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0
RP11-544M22.3,0.9,0.5,2.1,0.2,0.6,1.5,0.8,1.3,0,0.2,0.1,0.9,1.1,0.5,0.8,1.1,1.2,1.6,0.3,0.9,0.9,1.1,0.8,1.3,0,1.1,0.8,1.4,0.9,0.2,1.3,0.1,0.2,0.7,0.6,0,1.1,0.3,0.9,0.4,0.7,0.4,0.9,1.3,0.1,1.7,2.5,0.9,0.9,1.3
ADTRP,1.3,0.9,0.4,0.6,1.5,0.5,0.9,0.3,3.4,0.4,1.8,0.8,0.9,2.1,2.1,1,0.8,0.1,1.3,0.2,1.5,0.2,0.6,1,0.6,0.9,0.4,0.6,0.2,0.4,0.2,1.8,0.3,2,1.5,0.9,0.5,0.6,1,0.1,0.5,0.9,0.4,0.9,0.3,0.7,0.3,0.5,0.3,1
NDUFAF2,4.2,4.2,3.4,3.1,3,3.9,3.6,3.3,3.8,4.4,3.2,4.1,3.5,3.3,3.7,4.3,3.8,4.3,3.5,3.9,1.7,4,2.9,3.3,5.4,3.9,3.3,4,3.5,3.7,3.6,3.5,4.1,3.1,3.6,5.4,4.1,3.2,3.5,4.6,3.4,4.3,3.3,4.3,4.3,4.1,3.1,5.1,3.4,3.1
SEPSECS,1.8,1.1,1.8,2.4,1.4,2,1.1,2.1,1.8,1.4,2.2,1.7,1.8,1.7,1.6,2,2.1,1.7,1.8,2.8,1.5,1.5,1.8,2.4,1.4,1.7,2.3,1.4,1.9,1.2,2,1.3,2.3,2.4,1.7,1.9,1.7,0.6,2.1,1.5,1.4,1.9,1.8,1.8,1,2,2,1.6,1.1,1.8
RP11-435I10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0
RP3-522J7.7,0.1,0.1,0.5,0.1,0.1,0.5,0,0.3,0.1,0,0.4,0,0.1,0.2,0.3,0.1,0.3,0.2,0.1,0.1,0.5,0.1,0.1,0.4,0,0.2,0.6,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.5,0,0.2,0,0.1,0.1,0.2,0.1,0.6,0.1,0,0.3,0.5,0.1,0.2,0.1
DCDC2C,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWC27,3.1,3.1,2.1,3.1,2.5,2.7,2.5,3,3.2,2.3,3.2,2.2,3.1,2.3,2.3,2.6,3.1,2.8,2.6,2.8,2,3.1,2.1,3,3.2,2.8,2.7,3,2.5,2.8,2.7,2.5,3.1,3,2.9,2.7,3.1,2.4,2.9,2.3,2.7,2.9,3.2,3,2.7,3,2.2,2.7,2.8,2.6
RNA5SP37,0.6,0.5,0.3,0.5,0.3,0,0.6,0.7,0.4,0.4,2.2,0,1.1,0.8,0.5,0.6,0.9,0.5,0.6,0.4,0.3,0.6,0.5,1.5,1,0.9,0.7,0.4,0.7,0,0.8,0.5,0.3,0.7,0.4,0,0.9,0.4,0.8,1.6,0.3,0,1.3,0.8,0,1.3,1.4,1.2,1.1,0.5
CTD-2517M22.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-430C7.4,0,0,0.4,0.1,0.2,0.3,0,0.1,0.1,0,0.1,0,1.1,0.4,0.8,0.2,0.1,0.1,0.1,0.2,0.2,0,0.1,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.3,0.2,0.3,0,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0.2,0.2,0.1,0.3,0.2
RP11-311D14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FO082796.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCE1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1
RP11-416A17.6,0.3,0.1,0.2,0.1,0,0.1,0.2,0.6,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0,0.2,0,0.3,0.5,0.2,0.1,0.1,0.4,0.1,0,0.2,0.2,0,0.1,0.2,0,0.4,0.2,0.1,0.3,0.3,0,0.3,0.2,0,0.2,0.5,0.1,0.5,0
RP11-181C3.1,0.1,0.1,0.4,0.1,0.2,0.2,0.1,0.7,0.2,0.6,0.3,0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.2,0.4,0.1,0.3,0.1,0.5,0.2,0.2,0.3,0.5,0.2,0.5,0.1,0.4,0.2,0.2,0.7,0.9,0.5,0.2,0.6,0.2,0.4,0.8,0.2,0.4,0.2,0.5,0.2,0.1,0.2
RP13-349O20.2,0.5,0.8,0.7,1.1,0.2,0.8,0.6,0.5,1.3,0.2,0.2,0,0.8,0.9,1.1,0.9,0.6,0.6,0.4,0.9,1.1,0.7,1.2,0.2,0,1.6,0,1.2,0.2,0.6,0.8,0.5,0.2,0.4,0.8,0.9,1,0.3,1.2,0.3,0.4,1,1.4,1.2,0,0.9,0.8,0.7,1.4,1.3
CTD-2004A9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1046B16.3,0.1,0,0,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.3,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.4,0.9,0.1,0.3,0.2,0.1,0.1,0,0.1,0.2,0.3,0.2,0.1,0.2,0.1,0.2,0,0.2,0.3,0.1,0.3,0.3,0,0.1,0.2,0.2,0.2,0.3
LHX5,0,0.2,0.2,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.3,0.1,0,0,1.5,0.3,0,0,0.4,0,0.1,0.1,0.1,0,0,0,0,0.8
MYOM2,0.3,0.2,0.1,0.1,0.3,0,0.4,0,0.5,0.7,0.5,1.1,0.3,0.3,0.3,0.5,0.3,0.5,0.2,0.2,0.1,0.2,0.3,0,0.1,0.2,0.4,0.7,0.6,0.2,0.4,0.3,0.1,0.6,0.2,0.5,0,0.1,0.1,0.3,0.1,0.4,0.1,0.3,0.3,0.3,0,0.2,0.2,0.1
RP11-247A12.1,0.3,0.3,0.3,0,0,0,0,0,0,0,0.4,0,0,0.1,0.1,0,0,0.2,0.1,0,0.1,0,0.2,0.2,0.2,0.1,0,0,0.2,0.2,0,0.1,0,0,0,0,0.3,0,0.1,0,0.1,0,0.5,0.2,0.1,0,0,0,0,0.1
CTD-2528L19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
