,TCGA-56-5898-01,TCGA-92-8064-01,TCGA-63-A5MG-01,TCGA-22-4596-01,TCGA-37-4130-01,TCGA-43-5668-01,TCGA-56-7582-01,TCGA-63-A5MN-01,TCGA-39-5030-01,TCGA-22-5472-01,TCGA-XC-AA0X-01,TCGA-60-2721-01,TCGA-34-5239-01,TCGA-77-8131-01,TCGA-94-8490-01,TCGA-66-2782-01,TCGA-21-1082-01,TCGA-85-A511-01,TCGA-52-7812-01,TCGA-90-7769-01,TCGA-NC-A5HG-01,TCGA-NC-A5HI-01,TCGA-56-7580-01,TCGA-18-3416-01,TCGA-85-7950-01,TCGA-56-8622-01,TCGA-22-5482-01,TCGA-18-3408-01,TCGA-63-A5MI-01,TCGA-66-2777-01,TCGA-85-8070-01,TCGA-77-8136-01,TCGA-66-2778-01,TCGA-98-A53H-01,TCGA-66-2787-01,TCGA-66-2783-01,TCGA-85-8351-01,TCGA-77-8140-01,TCGA-22-A5C4-01,TCGA-85-8287-01,TCGA-NC-A5HH-01,TCGA-NK-A7XE-01,TCGA-37-4135-01,TCGA-58-A46M-01,TCGA-94-A5I4-01,TCGA-37-3792-01,TCGA-98-A53A-01,TCGA-39-5011-01,TCGA-39-5022-01,TCGA-77-8128-01
RP11-638L3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERTAD2,3.9,3.4,3.5,3.8,1.5,3.7,4.4,4.6,4.2,3.5,4.3,4.3,3.9,4,4.3,3.4,3.8,4.4,3.4,3.9,3.9,4,3.9,4.5,5.9,3.5,3,3.5,5,3.9,4,3.9,2.9,3.4,4.3,3.8,2.9,4.2,5.1,4.2,2.7,2.8,1.5,4.1,4.4,3,4.5,3.2,3,3.6
AC104012.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST3GAL6,0.9,0.6,1.7,1.5,2.4,0.5,0.8,1,1.3,1.2,1.1,0.5,0.8,1.5,0.5,1,1.3,1.3,0.8,0.3,0.3,1.1,0.9,0.7,0.5,1.2,0.4,1,0.8,1.1,0.2,1.2,1.1,1.7,0.8,1.6,0.7,0.4,2.1,1.6,1.7,0.6,1.6,0.4,0.7,2.6,1.4,1.1,1.4,0.4
RP11-861E21.1,0.6,0.8,0.4,0.4,0.2,0,0.3,1.5,0.2,0.7,1.2,0,0.5,0.9,0.7,0.3,0.6,0.6,0.3,0.2,0.9,0.4,1.1,0.7,0.7,0,0.1,0,0.5,0.6,2.5,0.8,0,0.5,0.2,0.3,0.3,0,0.8,0.6,0.5,1.1,1.2,0.3,0.4,0.3,0.9,0.3,0,1.1
AC010739.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX649553.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKP2,1.6,0.9,2.4,1.6,2.9,0.4,1.7,2.7,3.8,2.3,2.5,1.8,4.6,0.8,1.6,2.8,0.4,3,1.1,3.1,1.6,1.2,1.8,1.7,3,1.5,1.7,1.6,2.6,2.6,2.5,1.3,0.3,1.7,1.4,1.5,3.7,1.3,2.4,3.5,1.6,1.8,2.2,1.4,3,2.3,2.9,1.7,1.8,2.2
RP11-809N15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1
RNU6-453P,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
TRIM51HP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB-13F3.1,0.4,0.5,1.7,0.8,0.3,0.3,0.9,1.2,0.8,0.5,1.1,1.2,1.1,0.4,0.6,1.1,0.9,1.6,0.5,0.6,1,1,1.7,0.9,1.3,0.4,0.3,0.5,1.7,0.3,1.9,0.9,0.1,1.8,1.1,0.5,1,1.1,1.7,1.2,1.4,0.8,0.2,0.6,1.1,1.2,1.4,1,0.5,0.8
RP11-70F11.2,1.3,0.9,0.1,0,0.2,0,1.3,0,0.1,0.1,1.9,0,0,0,0.6,0.8,0,0.6,0,0.2,2.2,0.2,2.4,2.6,0.3,1.5,0.3,0.1,1.7,0,0,0.4,0.5,0.3,1.2,0.1,0.1,0.8,0.3,0.1,0.7,0.2,0.5,1.7,0.4,0,0.1,0,0.2,1.7
AP005242.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT1,2,0.7,0.1,0.6,0.3,0.7,2.1,0.2,1.1,0.3,3.4,4.1,3.4,3.2,5.4,0,4.1,0.4,0,0,3.8,0.3,0.5,0.2,1.2,6.7,1.8,0.4,0.7,0.8,0,0.2,0.3,1.5,1.1,0,0,1.9,1.1,3.1,0.4,1.3,0,0.1,0.1,0,0.6,0,0.9,4.7
CTD-2591A1.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0.1,0,0,0.1,0,0,0,0.2,0.2,0,0.1,0,0,0.1,0,0,0.1,0,0,0
AC026185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
PDLIM1P3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1273P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0.3,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.7,0,0,0,0,0,1.1
RP5-1025A1.3,0,0.1,0.1,0,0,0.3,0.1,0,0.1,0,0,0.1,0,0,0.1,0.1,0.1,0.3,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0.1,0.3,0.2,0.1,0.1,0,0.1,0,0,0.1,0.1,0.1,0
RAET1K,0.4,0.1,0.5,0.2,0.2,0.1,0.1,0.1,0.6,0.7,0.3,0.2,1.3,0.1,0.3,0.4,0.8,1,0.3,0.3,0.3,0.2,0.8,0.9,1.5,0.3,1.1,1.1,0.3,0.1,0.6,0.5,0.3,0.2,0.2,0.1,0.5,1.2,0.4,0.2,0.6,0,0.3,0.3,1.4,0.8,0.5,0.1,0.4,1.2
RP11-173L6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-343C2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP002495.1,0.7,1.6,0.8,0,0,0.5,1,0.4,0.5,0.3,0.5,0.3,0.6,0.9,0.7,0.9,0.6,1.4,1.3,1.1,0.4,0,0.6,1.1,0.8,1.4,0.5,0.5,2,1.2,1.3,0.5,0,0.4,0.4,0.4,0.4,0.6,1.2,1.1,0,0.5,0,2,0.5,0.6,2,1.6,0.7,0
AL360178.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007682.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-3099C6.5,0,0,0,0.5,0.2,0.1,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0.1,0,0
DDX11L10,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.2,0.1,0,0,0.2,0,0,0.1,0,0,0,0,0.1,0
SLC45A4,1.9,2.9,2.5,1.9,0.7,3,1.8,1.5,3.2,2.4,2.7,2.4,2.5,2,2.4,2.2,1.9,2.5,2.1,2.1,2.3,1.9,2.2,2,2.6,2.1,2.4,0.8,2.9,2.3,1.8,2,1.4,2.5,1.6,1.5,1.1,3.4,2.6,2.6,2.6,1.8,1,1.7,2.6,1.1,3.8,2.2,2.1,2.4
AP006222.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-789C7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
RNA5SP128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTRF1,1.1,1.6,1.8,1.4,3.2,1.2,1.2,1.3,1.2,1.6,1.6,1.4,1.9,1,1.2,1.8,2,1.6,1,0.9,1.5,1.7,1.8,1.9,1.2,1.8,1.2,2.4,1.5,1.1,1.6,1.6,1.4,1.8,1.4,1,1.3,1.1,1.5,1.3,1.8,1.5,2.3,1.4,2,1.8,1.4,1.9,1.2,1.5
RP11-63P12.7,0.1,0.1,0.3,0,0,0.1,0.1,0,0,0.1,1,0.1,0,0.3,0.6,0,0.4,0.1,0,0.2,0.2,0,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0.1,0.2,0,0,0.3,0,0.1,0,0,0,0,0.3,0,0,0,0,0
RP11-212F11.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0
uc_338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND5P14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0
IGSF11-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
U8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC055736.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-265E18.1,0,0.2,0.1,0.2,0.2,0,0.2,0.3,0,0.2,0.1,0,0.1,0.1,0,0.2,0.4,0.4,0.5,0.1,0.3,0.3,0,0,0,0.1,0.1,0.2,0,0.2,0.4,0.2,0,0.3,0.2,0,0.1,0.5,0.3,0.2,0.5,0.6,0.2,0.1,0.2,0.2,0.4,0.1,0,0.2
AC009133.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARRES2P7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND2P28,6.2,5.7,9.2,6.8,7.7,1.3,6.9,6.1,5.3,5.2,7.7,8.8,7.8,6.2,8.4,8.1,8.3,8.4,4.6,5.3,6.5,7.5,6.8,6.8,5.2,6.5,5.7,6.1,6.5,5.7,5.1,5.1,5.7,8.5,8.7,7.8,7,7,6.2,5.7,7.2,8.4,4.7,7.3,5.9,4.8,6.6,5.2,5.9,5.5
FMO7P,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0.1,0,0.1,0
ESM1,2,1.5,1.8,2.3,2.5,1.1,2.9,3.5,2.5,3,3.1,1.3,2.9,2,2.3,1.3,1.1,2,2.3,1,1.9,1.3,1.8,1.2,2.4,2.4,2.2,2.1,2,1.2,1.1,2.8,1.3,1.7,1.6,2.6,3.6,1.2,2.7,1.9,2.5,1,2.2,1.2,1.5,3.5,2.8,1.8,2.3,2.3
RP11-76I23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006458.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0
RP11-379J13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWDD2A,1.4,1.3,1.8,2,3.1,2.1,1.4,1.9,2.1,1.4,1.2,1.3,1.3,1.1,1.5,1.3,1.6,1.5,0.9,1.4,1.4,1.6,1.3,0.9,1.7,2,1.1,2.5,1.1,1.6,1.5,1,2,1.6,1.5,0.9,1.5,1.8,1.6,1.7,1.7,0.9,3.6,1.2,1.4,1.6,1,2,1.5,1.1
LINC00592,0.3,0.2,0.3,0,0,0.1,0.3,0,0.2,0.3,0.6,0.4,0.4,0.5,0.9,0.1,0.8,0.2,0.3,0.4,1.1,0.4,1.1,0.4,0.4,0.5,1.4,1.3,0.2,0.2,0.6,0.3,0.2,0.2,2.2,0,0.2,0.3,0.8,0.1,0.2,0.1,0.6,0.5,0.2,0.7,0,0.1,0.3,0.9
ENTPD1-AS1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.3,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.2
LINC01181,0.1,0,0.1,0,0.2,0,0.3,0,0.1,0,0.6,0.2,0.1,0.1,0.2,0.1,0.7,0.1,0,0,0.1,0,0,0,0.1,0.2,0,0.2,0,0.2,0,0.1,0,0.1,0.1,0.1,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0.1
AC096670.3,0.1,0,0.1,0,0,0,0.1,0.2,0.1,0.1,0,0.1,0,0,0.1,0,0.2,0,0.1,0,0,0.1,0,0.1,0.2,0.1,0.1,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0
RP11-569A11.2,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.1,0,0.2,0,0.1,0,0,0.2,0,0,0.2,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
PPIAP6,0.1,0.3,1.1,0.4,0.5,0.2,0.4,0.8,0.8,0.3,0.1,0.1,0.3,0.2,0.3,0.1,0.4,0.7,0.3,0.4,0.6,1.1,0.7,0.4,0.2,0.7,0.3,0.7,0.8,0.4,0.3,0.3,0.4,0.6,0.4,0.2,0.4,0.4,1.3,0.3,0.8,0.5,0.9,1.5,1.1,0.3,0.7,0.7,0.5,0.5
RP11-760D2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCFD2,2.5,2.8,2.6,2.8,2.5,2.2,2.4,2.6,2.1,2.6,2.2,3.8,2.7,2.8,2.8,3.3,2.8,3,2.8,3.2,3,3,2.9,3.3,2.2,2.9,2.8,2.9,3.1,2.9,3.6,2.4,3.3,2.8,3.9,2.6,3.8,2.8,4.3,2.9,2.8,2.3,3.8,4.3,2.5,2.4,2.9,2.3,3,2.2
GFOD1-AS1,0.2,0,0,0.1,0,0.3,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.2,0.1,0,0.1,0,0.3,0.2,0.1,0,0.1,0,0.2,0.1,0.4,0,0.4,0.1,0,0.1,0.2,0.1,0.5,0.2,0,0.1,0.1,0.1,0,0.1,0.3,0.2,0,0.2,0,0.2,0.1
YWHAB,6.5,6.2,6.7,6.6,6.6,6.7,6.6,6.5,6.6,6.9,6.1,6.4,6.4,6.1,6.5,6.5,6.8,6.4,6.8,6.5,6.7,6.6,5.9,6,5.8,5.9,6.5,7.1,6.5,6.7,6.4,5.9,6.3,6.4,7,6.4,7,6.3,8.1,6.5,6.8,6.7,6.8,6.1,6,6.9,6.3,6.9,6.8,6.3
ZNRD1-AS1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM155,0,0.7,0,0.1,0.1,0.3,0.1,0.2,0.4,0,0.2,0.1,0.9,0.1,0.1,0.1,0.2,0,0.3,0.1,0,0,0,1.5,0.1,0,0,0.2,0,0.3,0,0.2,0,0.1,0.2,0.2,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0.2,0.8,1.2,0.1
RP11-624L4.1,1,1.1,0.4,0.1,1.2,0.1,1.5,0.1,0.5,1.4,0.5,1.7,1,0.2,1.4,1.2,0.9,0.6,0.1,0.8,0.7,1.1,0.6,0.6,2,0.8,0.9,2,0.9,1,1.6,0.8,1.1,0.3,1.1,0.8,0.9,1.1,1.2,0.7,2.1,1.1,1,2,1.2,0.1,0.9,0,0.4,1.3
TOMM40,4.8,4.4,4.6,4.2,3.6,5.4,4.3,4.2,4.5,4.4,4.7,4.6,4.5,4.6,4.5,4.8,5,4.7,5.1,5.9,4.7,5.1,4.8,4.6,4,5.2,4.7,2.7,5.5,4.7,4.5,5,4.3,4,4.7,4.5,5,5,5.1,3.7,5.2,5.8,3.7,5,5,4.9,5.3,4.5,4.4,4.8
RP5-1153D9.5,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,0.1,0,0.1,0.1,0.3,0.2,0.1,0,0.1,0.2,0.1,0.1,0.2,0,0.2,0.1,0,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0,0,0
PRSS48,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0
RP11-544M22.3,0,0.5,0,0.5,0.2,0.2,0.5,0.3,0.2,0.3,0.8,0.5,0.7,0.2,0.6,0.8,0.3,0.6,0.6,0.1,0.2,1,1,0,0.5,0.5,0.3,0.4,0.5,0,0.8,0.4,0,0.2,0.4,0.2,0.7,0.5,0.4,0.6,0.2,0.4,0.4,1.5,0,0,1.3,0,0.3,0.6
ADTRP,0.7,0.5,0.9,1.4,0.6,0.7,0.4,1.5,2.7,1.1,1,1.5,3,2.5,0.6,2.1,0.6,1.8,0.6,0,2,2.6,0.5,0.6,2.3,2.2,0.9,0.8,0.5,2.2,0.1,0.8,1.3,1.1,0.3,1,1.1,0.4,2.2,3,2.5,0.8,0.7,0.4,0.4,4.2,0.3,0.6,1,0.2
NDUFAF2,3.7,3.1,3,4.2,4.8,2.8,3.2,4.1,2.7,2.5,3.1,2.3,2.8,3.9,3.4,4,3.3,3.1,4.5,3.9,3.4,3.5,3.6,3.6,2.5,3,3.4,3.9,3.7,3.6,3.7,2.9,4.7,3.1,3.7,3.4,3.5,3.4,3,2.9,4.4,3.8,3.8,3.4,3.9,4.1,2.3,5.2,3,3.4
SEPSECS,1.1,1.9,2.2,1.8,2,1.6,1.3,1.8,1.5,1.2,1.3,1.2,1.5,1.1,1,1.7,1.5,1.4,1.2,1.1,0.9,1.5,1.7,1.8,2,1.3,1.3,1.8,1.5,1.3,1.7,1.5,1,1.8,1.7,1,1.4,1.3,1.7,1.7,1.3,1.5,1.1,1.8,1.1,1.5,1.6,1.5,1.4,1.2
RP11-435I10.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
RP3-522J7.7,0.1,0.2,0.2,0,0.1,0,0.2,0.2,0.1,0.1,0.5,0.3,0.1,0.2,0.9,0.2,0.2,0.2,0,0.1,0.3,1,0.4,0.4,0.2,0.1,0,0.1,0.4,0.1,0.4,0.3,0,0.1,0.2,0.1,0.1,0.2,0.4,0.2,0.3,0.1,0.1,0.5,0.2,0.1,0.5,0.1,0,0
DCDC2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWC27,2.9,2.6,2.5,2.7,2.5,2.6,2.3,3.5,2.6,2.5,2.2,2.5,2.7,3,2.5,3.2,3,2.7,3.4,2.5,2.7,3.5,3,2.6,2.8,2.2,2.6,2.5,2.8,2.4,2.4,2.7,3.1,2.6,3.1,2.9,2.8,2.9,2.9,2.9,3.5,2.7,2.4,2.6,2.6,3.1,2.5,3.7,2.8,2.3
RNA5SP37,0.4,0.3,1.4,0.7,0.7,0.3,0.6,0.9,0.5,0.2,1.2,0.5,1.2,0.9,0.4,0.8,1.2,1.1,0,0,0.7,0.4,1.4,0,0.8,0.2,0.5,0,0.6,0.2,0.6,0.9,0,1,0.5,0.4,0.6,0.3,0.2,0.8,0.4,0.5,0.4,0.2,0.3,0.2,0.9,0.2,0.4,0.2
CTD-2517M22.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-430C7.4,0.1,1.7,0.1,0.2,0,0.1,0.3,0.2,0.3,0.3,0.4,0.1,0.2,0.1,0.1,0,0.1,0.3,0,0,0,0,0,1.7,0.7,0,0.1,0.1,0.6,0.2,0.1,0.5,0.1,0.4,0.6,0.1,0,0,0,0.5,0,0.2,0,1.4,0.1,0.2,0,0,0.6,0
RP11-311D14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FO082796.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCE1P1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.3,0.1,0,0,0,0,0
RP11-416A17.6,0.2,0.3,0,0.2,0.2,0,0.2,0.1,0.2,0,0.3,0.9,0.2,0.1,0.3,0.4,0.4,0.2,0.2,0.1,0.4,0.5,0.6,0.4,0.1,0.3,0.1,0,0.2,0.1,0.5,0.4,0.1,0.5,0.3,0,0.1,0.4,0.4,0.2,0.2,0.3,0.1,0.2,0.3,0,0.4,0,0.1,0.4
RP11-181C3.1,0.1,0.2,0.4,0.2,0.6,0.3,0,0.1,0.1,0.5,0.2,0.4,0.1,0,0.2,0.3,0.6,0.1,0.7,0,0.3,0.5,0.1,0.2,0.2,0,0,0.3,0.2,0.1,0.3,0.1,0.5,0.1,0.1,0,0.1,0.1,0.2,0.1,0.3,0.2,0.8,0.2,0.1,0.3,0.1,0.4,0.2,0.2
RP13-349O20.2,0.2,1,0.1,0.7,0.1,0.1,0.5,0.6,0.6,0.6,0.4,0.5,0.2,0.2,0.2,0.8,0.3,0.5,0.1,0.3,0.6,0.3,1.4,0.6,0.6,1.1,0,0.6,3.4,0.6,1,0.6,0.5,0.7,0.3,0.1,1.5,0.8,1.8,0.3,0.1,0.2,0.3,1.7,0.2,1,0,0,0.7,0.6
CTD-2004A9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1046B16.3,0.2,0.6,0.3,0.2,0.3,0.2,0.3,0.2,0.1,0.2,0.1,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.1,0.1,0.2,0.2,0.4,0.4,0.1,0.1,0,0.5,0.1,0,0.3,0.2,0.2,0.4,0.3,0.1,0.3,0,0.2,0.2,0.5,0.2,0.1,0.2,0.1,0.6,0.2,0.4,0.3,0.2
LHX5,0.2,0.2,0,0.7,0,0,2,0.3,0.4,0.5,0.9,0,0.2,0,1.5,0.1,0.3,0.8,0,1.1,1,0.1,0.8,0.6,0.9,0.8,1.2,0.8,0,0.3,0,0,1.1,0.3,0,0.2,0.2,0,1.6,0,0.5,0,0,1.1,0.1,1.2,0,0.7,0.6,1.6
MYOM2,0.5,0.5,0.1,0.6,0.1,0.5,0.2,0.1,0.7,0.6,0.4,0.3,0.3,0.4,0.5,0.1,0.4,0.3,0.1,0.4,0,0.2,0.1,1,1.6,0.7,0.9,0.4,0,0.2,1.7,0.1,0,0.7,0.3,0,0.3,0.5,0.6,0.4,0,0,0,0.3,0.3,0.4,0.9,0.1,0.5,0.4
