measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Drug use,Number,2019,667.6161718,1020.736709,407.7531467
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Drug use,Number,2019,1140.152474,1791.648809,662.1483797
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Drug use,Percent,2019,0.12646846,0.185562966,0.082468348
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Drug use,Percent,2019,0.10660603,0.157570719,0.067642367
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Drug use,Rate,2019,52.30702816,79.97365258,31.94703218
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Drug use,Rate,2019,32.60496826,51.23582493,18.93547345
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Metabolic risks,Number,2019,650.085334,1368.448724,222.8542414
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Metabolic risks,Number,2019,966.0322841,2072.471475,233.0376275
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Metabolic risks,Percent,2019,0.123033095,0.250711179,0.04201737
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Metabolic risks,Percent,2019,0.090266433,0.190123075,0.02220148
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Metabolic risks,Rate,2019,50.93350537,107.216525,17.46039652
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Metabolic risks,Rate,2019,27.62564892,59.2665176,6.664182748
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,High fasting plasma glucose,Number,2019,49.1748898,124.9675612,9.073128045
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,High fasting plasma glucose,Number,2019,118.7334979,328.0096903,20.04287608
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,High fasting plasma glucose,Percent,2019,0.009306696,0.023325246,0.001766262
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,High fasting plasma glucose,Percent,2019,0.011120094,0.02873626,0.001775485
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,High fasting plasma glucose,Rate,2019,3.852801137,9.791077595,0.710870084
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,High fasting plasma glucose,Rate,2019,3.395424752,9.380101159,0.573166619
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,High body-mass index,Number,2019,602.8854597,1303.176606,188.4087425
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,High body-mass index,Number,2019,851.0567827,1945.026414,141.3846695
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,High body-mass index,Percent,2019,0.114100171,0.245327911,0.034537242
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,High body-mass index,Percent,2019,0.07949789,0.178829094,0.013399955
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,High body-mass index,Rate,2019,47.23544463,102.1025228,14.76162774
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,High body-mass index,Rate,2019,24.33769169,55.62196806,4.04318086
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,All risk factors,Number,2019,2559.710998,3249.27635,1868.164176
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,All risk factors,Number,2019,3009.672543,4234.718234,2008.560506
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,All risk factors,Percent,2019,0.484826122,0.579280461,0.393693966
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,All risk factors,Percent,2019,0.281339328,0.369673933,0.212087402
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,All risk factors,Rate,2019,200.550677,254.5774005,146.3687075
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,All risk factors,Rate,2019,86.06767953,121.1003412,57.43885405
